,number_subjects,hours_per_week_schedule,rate,bio_count,num_popular_subjects,number_degrees,desc_count,welcoming_kw,passion_kw,experience_kw,hours_per_week_estimate,Label
584,11,24,40,180,0,2,6,0,0,0,2.2446747265400115,High
585,39,33,30,171,19,3,8,0,0,0,1.7958397534668717,Low
586,14,23,85,211,4,2,5,0,0,0,3.3978647686832737,High
587,10,68,30,121,2,2,6,0,0,0,0.9696233292831108,Low
589,55,47,89,323,16,2,7,1,1,1,4.012940114354499,High
590,34,102,50,248,12,2,7,1,1,1,7.074666666666666,High
592,7,40,40,199,4,2,2,0,0,0,1.1757340241796201,Low
593,7,20,35,339,3,2,6,0,1,0,1.0294117647058825,Low
594,9,40,60,158,9,2,6,0,0,1,1.5180722891566265,Low
595,23,71,75,44,9,1,9,0,0,0,1.6088992974238876,Low
596,29,52,50,335,17,2,7,0,0,0,1.4319478402607988,Low
597,13,45,75,362,3,1,7,0,1,1,1.7956521739130435,Low
599,8,102,24,112,3,3,8,0,0,0,0.9242053789731052,Low
600,10,85,50,246,0,2,5,0,0,1,5.5576421491914445,High
602,5,84,45,304,1,3,9,1,0,1,0.6015625,Low
604,18,168,80,355,13,3,4,1,1,0,2.2240802675585285,High
605,38,102,45,345,6,1,11,0,0,0,3.3235294117647056,High
607,7,28,50,329,1,2,7,1,0,0,2.557986870897156,High
608,6,70,35,338,6,3,7,1,1,0,2.9852941176470584,High
609,10,44,49,306,7,3,6,0,1,0,1.9298751200768491,Low
610,4,35,60,236,1,2,10,0,0,0,1.4278606965174128,Low
611,6,88,150,361,0,1,11,0,0,0,5.7611159546643425,High
612,8,38,25,171,2,2,5,0,0,0,0.9985233313644416,Low
613,33,45,39,75,5,1,4,0,1,0,4.62972972972973,High
614,8,81,68,189,1,1,13,0,0,0,2.073643410852713,High
615,9,54,50,75,1,2,11,0,0,0,3.9645203679369247,High
616,30,41,50,262,1,1,9,1,0,0,3.0653409090909087,High
617,11,84,30,253,11,1,5,1,0,1,0.7231968810916178,Low
618,6,20,45,264,0,2,5,1,0,1,4.4774774774774775,High
619,15,112,120,176,7,2,4,0,1,0,2.142224681793027,High
620,7,36,50,145,1,2,6,1,1,0,2.0737704918032787,High
621,13,92,70,329,2,2,9,1,0,0,11.880478087649402,High
622,24,91,105,340,3,1,8,1,1,0,22.931034482758626,High
623,11,88,55,276,6,2,9,0,1,1,20.0,High
627,7,35,50,315,7,3,7,1,0,1,0.7750582750582751,Low
628,7,85,50,221,1,2,10,0,0,1,1.4687846324344291,Low
629,9,78,30,154,3,2,5,1,0,0,1.0209318028359218,Low
630,13,72,30,158,4,3,11,0,0,0,0.9644886363636364,Low
631,16,23,55,80,7,3,9,0,0,0,0.5145535273803651,Low
632,33,70,60,336,14,1,7,0,0,1,2.030386740331492,High
634,10,84,90,337,0,1,10,0,0,1,2.774884259259259,High
635,10,70,40,140,4,2,7,1,0,0,0.6209677419354839,Low
637,26,161,50,201,13,2,13,0,0,0,24.5,High
638,33,70,45,108,12,3,6,0,0,0,3.2340140609307,High
639,21,64,60,170,9,2,9,0,0,0,6.724035608308605,High
643,20,63,60,161,12,1,6,0,0,0,4.614730878186968,High
644,7,71,90,142,0,3,10,0,0,1,5.914821124361159,High
645,31,112,85,164,11,1,10,0,0,0,5.457360861759424,High
646,20,51,80,82,14,2,5,0,0,0,0.9251748251748252,Low
647,11,66,30,274,3,1,7,1,0,0,1.229843561973526,Low
648,37,85,55,100,9,2,10,0,0,1,3.9493991144845033,High
650,2,35,35,235,0,1,5,1,1,1,0.5847880299251871,Low
651,20,44,40,365,5,2,9,1,1,0,9.153846153846152,High
652,22,38,50,240,10,2,7,1,0,0,1.2297929191716768,Low
653,29,95,50,262,15,1,10,0,0,1,8.879778903731001,High
654,29,41,45,257,0,3,10,0,0,0,0.9225641025641024,Low
655,16,61,39,302,10,3,13,0,0,0,4.214605067064083,High
656,5,45,40,225,3,2,6,1,0,0,3.2839506172839505,High
657,11,57,60,131,0,2,8,0,0,0,0.595307917888563,Low
658,6,81,45,198,4,3,5,0,0,0,0.9730941704035876,Low
659,21,105,45,157,5,1,9,0,0,0,5.661290322580645,High
660,11,12,45,60,6,2,8,0,0,0,5.99402588781945,High
661,26,80,175,224,9,1,13,1,1,1,0.9552238805970148,Low
662,12,89,40,187,7,1,7,1,0,1,1.5241614553723706,Low
663,22,161,45,147,4,2,7,0,1,0,31.981412639405203,High
664,9,26,30,193,0,3,5,0,0,1,0.7460576400217509,Low
665,5,77,50,347,4,3,9,1,0,0,1.0,Low
666,10,54,80,211,0,1,9,1,1,1,22.82229767968308,High
667,4,53,30,185,1,0,8,1,0,0,0.5060240963855421,Low
669,5,20,35,345,2,1,4,1,0,1,5.484536082474227,High
670,21,51,35,191,12,2,6,0,0,0,1.2330960854092523,Low
671,47,168,65,313,23,1,3,0,1,0,3.3835376532399297,High
672,28,58,80,378,1,2,11,0,0,1,3.077889447236181,High
673,19,67,225,275,9,1,8,1,0,0,1.9556999409332545,Low
677,6,91,55,232,0,3,8,0,0,0,2.7778495318049727,High
678,10,32,65,298,4,1,7,1,1,1,0.6961561928004881,Low
679,21,70,40,195,14,2,4,0,0,0,0.9373464373464372,Low
681,34,46,35,226,7,1,4,0,0,0,2.9603746397694524,High
683,4,38,35,371,1,1,6,1,1,0,0.6313291139240506,Low
684,17,49,45,234,1,2,9,0,0,0,0.941837921675068,Low
686,2,60,45,155,0,1,7,0,1,0,1.8918918918918919,Low
688,9,106,40,350,8,1,9,0,0,0,0.6244131455399061,Low
689,8,70,40,204,2,1,6,0,0,0,3.7753807106598978,High
692,27,77,50,339,15,3,10,1,0,0,0.7000000000000001,Low
695,36,66,45,326,13,2,10,1,0,0,2.924785312407462,High
696,11,34,50,262,0,2,10,0,0,0,4.052866242038217,High
697,10,78,45,176,10,2,9,0,0,0,1.533057851239669,Low
698,30,41,50,359,18,2,11,0,0,0,0.9781659388646288,Low
699,18,43,25,120,3,2,8,0,0,1,1.2836185819070909,Low
701,25,126,100,335,16,3,11,1,1,0,1.8169316716802748,Low
702,13,100,45,195,6,1,8,1,1,0,1.183,Low
703,5,28,30,153,4,1,8,1,1,0,1.8706896551724137,Low
704,15,83,70,289,3,2,12,0,0,0,2.717647058823529,High
705,24,69,40,360,2,1,8,1,0,1,0.5008008542445275,Low
706,6,11,40,232,0,2,7,0,0,0,1.0931399888455102,Low
707,5,35,55,63,0,2,6,1,0,1,0.7725490196078431,Low
708,13,41,30,354,9,3,7,1,1,0,2.016,High
710,8,84,40,200,5,1,7,0,0,0,0.6746987951807231,Low
712,10,68,35,191,0,3,6,1,1,0,2.284442116291252,High
713,56,83,60,245,25,3,6,0,0,0,7.12156704361874,High
714,24,36,41,337,11,3,9,0,0,1,1.3588235294117648,Low
715,19,63,36,346,2,3,5,0,0,1,5.0366915422885565,High
716,37,59,35,269,8,2,9,0,0,0,1.2946138870863075,Low
717,6,46,30,303,3,2,7,1,0,0,1.1565217391304348,Low
718,9,115,24,432,3,2,9,1,1,0,0.7547062179121505,Low
719,21,92,40,151,9,3,5,1,1,1,8.846652267818573,High
720,16,64,40,301,9,2,11,0,0,0,4.7972027972027975,High
722,21,59,70,147,11,2,3,0,0,0,2.4244657332350767,High
724,6,72,55,314,4,1,4,0,0,0,2.9447483588621437,High
725,8,75,35,342,0,3,5,0,1,0,4.424870466321243,High
727,28,120,60,177,17,3,4,0,1,0,3.1902972326614285,High
730,35,98,45,315,0,3,11,0,0,0,2.7620266120777894,High
731,39,96,75,111,14,3,5,0,0,0,2.1483636363636363,High
732,10,22,40,358,6,1,3,0,1,0,1.2497261774370207,Low
739,7,48,85,208,3,1,6,0,0,0,0.527536231884058,Low
740,22,128,100,337,10,1,6,0,0,0,0.5119680851063829,Low
741,20,87,65,195,8,3,8,0,0,0,5.1903285802851835,High
742,7,69,16,331,7,1,8,1,1,0,14.0,High
743,4,3,40,364,2,2,9,0,1,0,1.8846153846153848,Low
744,12,40,50,223,10,3,10,1,0,0,0.8051948051948052,Low
745,20,84,40,83,8,2,3,0,0,0,2.912771285475793,High
746,9,50,170,355,0,1,5,0,0,0,4.973603167619887,High
747,18,30,50,122,0,1,9,1,1,1,0.7148781752203214,Low
748,26,57,50,188,2,3,3,0,0,0,1.00376254180602,Low
749,24,91,40,337,4,3,12,0,0,1,1.0626185958254268,Low
750,24,62,80,157,12,1,6,0,0,0,4.07331571994716,High
751,12,91,80,109,6,3,7,0,1,0,2.919028340080972,High
752,34,70,80,306,28,1,9,0,0,1,4.809326424870466,High
754,23,168,25,122,19,1,9,1,0,1,5.21529745042493,High
755,9,58,35,243,1,3,10,0,0,0,1.897368421052632,Low
756,21,64,25,208,10,1,5,1,0,0,1.4042232277526396,Low
758,8,35,35,126,0,2,9,1,0,1,0.9885773624091382,Low
759,12,70,60,107,0,2,2,0,0,0,3.8376205787781346,High
760,18,25,40,203,10,2,8,1,0,0,2.733962264150944,High
762,13,56,40,291,4,3,5,1,0,0,24.208333333333336,High
764,29,78,50,151,4,1,10,0,0,0,4.4585987261146505,High
765,16,84,90,344,1,3,4,1,0,1,3.614609571788413,High
766,6,78,75,321,2,1,9,1,1,0,5.0,High
767,9,54,50,75,1,2,11,0,0,0,3.9645203679369247,High
769,19,168,50,189,5,2,12,0,0,0,7.0,High
771,15,105,45,340,14,2,7,0,0,0,1.0165016501650166,Low
772,9,126,45,190,4,1,4,1,1,1,1.8328298086606245,Low
773,11,20,60,198,2,2,6,0,1,0,2.1319148936170214,High
775,16,14,49,320,6,2,10,0,1,0,0.9760119940029984,Low
776,14,126,70,201,1,1,7,0,0,0,1.0631464344039194,Low
777,41,69,70,281,6,2,13,1,0,0,0.7750177430801987,Low
778,24,56,120,333,15,1,10,0,0,1,0.5591054313099041,Low
779,13,79,48,191,0,2,7,0,0,0,5.685514834205934,High
781,17,38,65,228,14,1,8,0,0,0,0.9746835443037974,Low
782,20,57,70,131,17,2,10,0,0,0,0.6722254169062679,Low
783,49,168,40,348,16,2,5,0,0,0,3.4688427299703264,High
784,12,78,45,98,9,1,6,1,0,0,2.5846153846153848,High
785,5,70,33,241,0,3,12,1,0,0,1.1001628664495111,Low
786,19,65,35,186,2,1,5,0,0,0,1.84037558685446,Low
794,32,21,45,272,8,2,2,0,0,0,1.1666666666666663,Low
795,12,77,50,243,5,1,5,1,1,1,5.385265700483092,High
796,53,71,144,263,0,3,11,0,0,0,2.4462526766595287,High
797,21,35,50,264,4,3,10,0,0,0,7.603696098562628,High
798,27,53,60,231,16,2,7,0,0,0,0.9545454545454544,Low
799,14,55,50,205,0,2,8,1,1,0,0.8473351400180669,Low
800,23,102,99,335,5,2,5,0,0,0,8.801959619952493,High
802,12,81,100,143,10,3,11,0,0,0,0.8277268093781855,Low
805,10,47,35,122,5,2,7,0,0,0,10.5,High
806,12,82,45,150,11,3,5,1,1,1,5.927839851024209,High
807,12,105,25,113,1,2,3,0,0,0,6.777272727272727,High
809,12,62,80,254,2,2,9,0,0,0,5.901960784313727,High
810,15,70,45,298,4,1,6,0,0,0,6.255366161616162,High
811,20,60,40,312,0,2,10,1,1,0,6.166381766381766,High
812,17,98,45,235,9,0,9,0,0,0,2.2357200321802093,High
813,20,101,35,347,7,2,3,1,0,1,1.3121771217712177,Low
814,18,49,60,220,12,3,12,1,1,0,0.5558611206600206,Low
817,19,62,30,197,11,1,6,0,0,0,4.785166240409208,High
818,19,82,40,155,5,1,12,0,0,0,0.586373790022338,Low
820,5,25,35,348,3,1,6,1,0,0,0.7058823529411765,Low
821,16,8,60,146,16,1,11,0,0,0,0.9598214285714284,Low
822,14,64,50,321,1,1,7,1,1,0,0.7152886115444618,Low
826,22,87,35,255,12,1,3,1,0,0,2.789855072463768,High
827,24,98,25,315,19,1,10,1,0,0,8.508620689655173,High
828,8,119,60,155,4,1,14,0,1,0,1.1188524590163935,Low
830,21,66,40,310,5,2,7,0,0,0,1.859375,Low
832,26,40,60,332,16,1,7,1,1,0,5.608050847457627,High
833,17,42,120,185,0,2,11,0,0,0,4.70020964360587,High
838,7,37,33,218,0,2,7,1,0,0,2.5322101090188305,High
839,16,23,60,318,11,3,5,0,0,0,4.486299394289009,High
840,12,114,75,352,10,1,12,0,0,1,1.1367521367521367,Low
841,4,59,100,361,3,2,5,0,0,1,1.4285714285714286,Low
842,4,46,50,264,0,1,10,0,0,0,1.3428571428571427,Low
843,15,2,40,272,7,1,9,0,1,0,2.9982300884955757,High
844,4,32,30,156,4,2,8,1,1,0,1.238095238095238,Low
845,15,56,50,351,9,0,9,1,1,0,1.9193548387096773,Low
848,8,84,35,117,4,2,9,1,1,0,0.8448275862068966,Low
849,17,42,40,151,12,1,5,1,1,0,0.6039215686274509,Low
850,14,48,35,185,8,3,4,1,1,0,1.019867549668874,Low
851,13,61,70,267,11,2,5,1,0,0,2.7575757575757573,High
852,8,107,30,125,2,3,4,1,0,0,2.8176447420244197,High
853,20,22,45,132,18,2,10,0,0,0,2.7610921501706485,High
854,17,30,145,341,0,1,9,0,0,0,5.727272727272728,High
855,20,112,70,243,1,3,9,0,0,0,2.356462066336256,High
856,21,112,50,322,8,1,11,0,0,0,3.636,High
857,7,98,35,305,0,3,7,1,1,0,1.8662391204764088,Low
858,11,84,60,252,4,3,8,0,0,1,1.139874739039666,Low
859,41,57,60,358,23,1,6,0,0,1,3.5323600973236013,High
861,8,112,50,377,5,1,11,0,0,0,1.875,Low
862,5,154,30,266,3,3,6,0,0,0,2.8868613138686134,High
863,13,20,120,308,7,1,5,0,0,0,1.576576576576577,Low
864,42,84,75,340,1,1,10,0,1,0,3.4955442393380016,High
865,9,49,60,331,2,2,9,0,0,0,6.125,High
866,18,59,40,116,16,1,8,0,1,0,2.296189097925712,High
868,26,86,70,156,8,1,6,0,0,1,3.6722319859402464,High
869,12,55,90,303,10,3,6,1,0,0,0.7608695652173912,Low
871,26,42,40,299,16,2,8,1,0,0,0.6014492753623188,Low
874,9,126,55,117,0,2,9,0,0,0,11.59309594998641,High
875,20,52,56,71,5,3,5,0,0,1,0.8531571218795888,Low
877,6,19,35,254,3,2,8,1,1,0,0.5454545454545454,Low
878,12,40,50,223,10,3,10,1,0,0,0.8051948051948052,Low
880,22,70,50,149,3,3,9,0,0,0,2.239102564102564,High
881,20,44,21,203,13,1,5,0,0,1,2.540687776642833,High
882,8,70,40,54,7,2,4,1,0,0,0.9032258064516128,Low
883,23,45,70,173,14,2,9,0,0,0,1.6025402726146218,Low
885,25,91,30,311,8,2,10,1,1,0,11.10344827586207,High
886,10,43,50,133,6,3,5,0,0,0,10.8,High
887,7,45,65,156,0,3,8,0,0,1,6.418500224517287,High
888,26,49,50,216,7,3,8,0,0,0,0.5291402192729371,Low
889,13,40,25,351,5,1,9,0,0,0,0.6144721233689205,Low
890,20,63,68,228,7,3,5,0,0,1,3.3756042081319313,High
892,30,31,40,352,4,3,6,0,0,1,4.8111718275652695,High
893,8,50,50,124,0,2,5,0,0,0,0.810126582278481,Low
894,8,5,65,262,1,3,3,0,0,0,4.207750582750584,High
896,8,60,70,155,6,3,4,0,0,1,6.423559822747415,High
897,16,47,50,338,9,3,8,0,0,0,0.6891752577319588,Low
898,6,63,15,318,3,1,8,0,1,1,1.99163179916318,Low
899,15,77,100,350,8,1,5,1,0,1,9.919786096256685,High
900,13,55,35,181,2,2,6,0,1,0,8.852339181286549,High
901,13,56,45,110,3,2,8,0,0,0,1.19811320754717,Low
902,7,24,60,266,3,2,4,1,0,0,6.774193548387097,High
903,11,98,40,254,5,2,11,0,0,0,1.0457831325301206,Low
904,3,23,40,129,0,2,8,1,0,1,0.5691056910569106,Low
906,16,23,60,318,11,3,5,0,0,0,4.486299394289009,High
907,15,39,32,309,2,2,8,0,1,0,3.05,High
908,13,98,100,160,0,1,9,0,0,0,1.672566371681416,Low
909,6,50,35,155,5,3,4,1,1,0,7.0,High
910,9,62,50,184,8,2,10,1,1,0,0.5044703332430236,Low
912,21,20,297,336,4,2,10,0,0,0,4.098101265822785,High
914,14,83,70,339,8,3,9,0,1,0,5.356456776947707,High
915,15,107,60,177,1,2,7,0,0,0,9.57065443934973,High
916,9,47,40,240,3,2,5,0,0,0,1.9890864995957964,Low
917,42,140,50,74,28,1,5,0,0,0,4.553562772661173,High
918,26,8,45,247,22,1,7,0,0,0,1.0570107858243452,Low
919,13,72,35,213,9,1,7,0,0,0,2.8938302536799245,High
921,23,40,40,381,18,2,7,0,0,1,2.360560093348892,High
922,15,45,65,221,7,2,5,0,1,1,7.736574746008707,High
923,7,66,35,240,7,2,2,0,0,1,3.8362989323843415,High
924,15,112,70,207,9,2,10,0,1,0,0.6700782661047562,Low
925,9,33,40,253,7,1,6,1,0,0,1.8463768115942027,Low
927,5,64,50,285,0,1,12,1,1,0,1.6439957492029755,Low
928,15,28,45,360,0,0,8,0,0,0,1.6018471010774755,Low
929,19,7,40,295,8,3,7,0,0,0,2.8086956521739133,High
930,23,49,25,359,4,2,5,0,0,0,1.4910461828463712,Low
933,24,34,40,118,8,2,5,0,0,0,2.0732860520094563,High
934,14,33,54,210,6,3,9,1,1,0,26.5,High
935,6,31,60,207,6,2,11,0,1,0,0.9169909208819716,Low
936,61,31,39,330,13,3,9,1,1,1,1.2244897959183674,Low
938,18,77,15,171,14,3,9,1,0,0,9.091463414634148,High
939,12,98,60,192,5,2,9,1,1,1,1.0609375,Low
941,36,42,40,299,13,1,6,0,0,0,1.0151133501259446,Low
943,41,40,60,329,16,2,7,1,0,0,1.4191573640619373,Low
944,17,50,40,207,15,2,9,0,1,1,4.76012323943662,High
945,12,28,30,168,6,2,10,1,0,1,2.1755102040816325,High
946,12,96,90,147,2,1,8,0,0,1,3.883211678832117,High
947,8,44,50,370,3,3,7,0,1,1,19.25,High
952,44,81,65,158,26,2,9,1,1,0,3.1801848049281314,High
954,6,90,80,281,2,2,9,1,0,0,5.7368421052631575,High
955,20,95,25,294,17,1,9,0,0,0,1.5365853658536586,Low
956,30,30,50,322,18,3,9,0,0,0,3.984433164128596,High
959,5,70,20,318,0,1,7,1,1,1,0.9039039039039041,Low
960,9,70,55,206,3,2,7,0,0,1,7.660839160839161,High
963,9,70,20,276,4,1,10,1,0,1,1.4148936170212765,Low
964,9,41,40,126,4,1,3,1,1,1,0.8306666666666667,Low
965,10,84,40,321,7,3,7,1,1,1,3.128456735057984,High
966,23,70,60,192,15,1,9,1,1,0,3.490965410428498,High
968,32,9,75,328,11,2,5,0,0,0,1.6747066492829203,Low
971,3,51,50,146,0,1,7,1,1,0,1.7323232323232325,Low
972,15,84,60,349,0,2,10,0,0,1,3.907232704402516,High
974,14,38,70,215,3,1,8,0,0,0,1.1388888888888888,Low
975,10,28,80,344,0,2,5,0,0,1,0.5325288562434418,Low
976,14,54,35,126,5,2,10,0,0,0,2.3905502392344498,High
978,23,77,40,129,16,2,8,0,1,0,1.9824,Low
980,9,41,20,190,8,1,3,1,0,0,3.92,High
982,14,39,45,88,3,2,9,0,0,0,0.7655851257746993,Low
983,26,72,90,364,16,3,10,0,0,0,4.326511335012594,High
984,12,72,60,130,9,1,6,0,0,0,0.7469407733724914,Low
985,1,105,95,251,0,2,11,0,0,0,19.182403433476395,High
986,11,41,50,224,2,2,5,1,0,1,0.6511627906976745,Low
987,13,72,30,158,4,3,11,0,0,0,0.9644886363636364,Low
988,4,70,25,193,3,2,3,1,0,1,0.5957446808510638,Low
989,18,58,99,290,10,2,8,0,0,0,4.900605012964563,High
990,6,40,50,153,1,2,12,1,1,1,2.163636363636364,High
991,23,57,75,184,18,2,8,1,1,0,0.5813148788927336,Low
992,12,111,60,120,7,2,8,0,0,0,0.6486264862648626,Low
993,22,72,150,238,17,1,6,1,0,0,0.9276538201487492,Low
994,5,24,40,292,2,2,10,0,0,0,1.2561174551386625,Low
995,32,80,40,219,22,1,7,0,1,0,0.8191770479426199,Low
996,26,80,175,224,9,1,13,1,1,1,0.9552238805970148,Low
997,8,24,50,349,7,2,11,1,0,0,1.7246376811594204,Low
999,14,49,150,369,6,1,8,0,0,0,0.9632352941176472,Low
1000,31,168,35,271,0,1,8,0,0,1,1.004950495049505,Low
1003,21,66,60,155,8,3,6,0,0,0,2.043885313048566,High
1004,7,86,35,232,6,2,11,0,0,0,2.9334532374100717,High
1005,24,84,50,325,5,2,7,0,0,0,2.132450331125828,High
1007,12,112,32,139,2,1,5,1,0,0,2.029752899647,High
1008,16,46,75,307,11,1,11,1,1,0,0.7892392049348869,Low
1009,8,70,40,87,4,2,3,0,1,0,2.412698412698413,High
1012,20,51,80,82,14,2,5,0,0,0,0.9251748251748252,Low
1013,15,17,50,284,0,2,8,0,1,0,2.3688792165397166,High
1014,7,37,40,264,1,2,6,0,0,1,8.940217391304348,High
1017,13,77,30,286,3,1,6,0,0,0,1.5615384615384615,Low
1018,7,62,70,335,1,2,3,1,0,1,0.7890909090909091,Low
1019,8,70,40,170,8,2,5,1,1,1,3.2792792792792786,High
1021,20,112,49,324,7,1,7,0,0,0,9.086034912718203,High
1022,12,63,50,339,2,1,7,1,0,0,1.3792207792207791,Low
1023,11,78,45,268,1,3,6,0,0,0,1.9217506631299737,Low
1024,11,48,60,122,5,3,8,0,0,0,4.2777777777777795,High
1025,12,12,75,222,7,3,4,0,0,0,1.0173829068083051,Low
1026,6,40,40,322,0,2,9,0,0,0,2.7439999999999998,High
1027,28,105,80,93,15,3,2,0,0,0,8.081927121545611,High
1029,24,112,140,321,15,1,11,0,0,0,0.7720588235294117,Low
1030,51,15,27,142,27,1,6,0,0,0,3.113259668508287,High
1033,29,61,35,364,10,1,5,0,0,0,0.6262793000990425,Low
1035,18,47,45,121,3,1,7,0,0,0,2.412869565217392,High
1037,8,84,65,211,3,0,8,1,1,0,1.0601156069364162,Low
1038,46,60,45,353,7,3,6,0,0,0,17.328396322778346,High
1039,18,27,45,232,0,3,3,0,0,0,1.3581267217630857,Low
1041,20,67,55,328,6,2,9,1,0,1,2.038071065989848,High
1042,11,37,40,219,1,1,3,0,0,1,1.7568627450980392,Low
1043,8,113,35,322,6,1,9,0,0,0,8.065217391304348,High
1044,26,97,56,196,2,1,8,0,0,1,2.8077803203661333,High
1045,18,78,52,256,14,2,8,0,1,0,1.0152935372471634,Low
1046,9,62,25,325,1,1,6,1,0,0,4.981942714819427,High
1048,7,63,50,292,4,2,5,0,0,1,0.875,Low
1051,23,41,27,226,14,2,7,0,0,0,5.4444444444444455,High
1052,12,82,40,334,1,2,5,1,1,0,1.1710739341608205,Low
1055,18,98,50,102,10,2,10,1,0,0,4.037735849056603,High
1057,15,22,30,332,12,1,7,0,0,0,8.113636363636363,High
1058,17,69,80,168,9,2,6,0,0,0,0.900735294117647,Low
1059,21,84,50,321,12,1,9,0,0,1,1.1287093314265284,Low
1060,41,39,65,167,10,2,8,1,1,1,1.8939457202505217,Low
1061,1,108,90,303,0,2,12,0,0,0,3.0127265715387583,High
1062,6,45,30,249,5,2,8,1,1,0,8.615384615384617,High
1063,6,112,35,152,4,1,7,1,1,0,8.539419087136931,High
1065,8,39,60,242,0,1,9,1,0,0,1.5245762711864408,Low
1066,14,35,50,76,8,1,7,0,0,0,6.844444444444443,High
1067,19,40,40,218,12,1,6,1,1,0,1.7090012330456226,Low
1068,7,56,35,186,1,3,9,0,0,0,2.1,High
1069,31,31,48,361,14,2,4,0,0,0,0.500835840855901,Low
1070,12,98,60,192,5,2,9,1,1,1,1.0609375,Low
1071,10,98,135,152,5,2,7,1,0,0,8.502617801047121,High
1072,14,73,45,370,6,2,9,0,0,0,1.3333333333333333,Low
1073,8,17,60,204,4,3,12,1,1,0,1.6402048655569783,Low
1074,9,97,50,172,3,3,6,0,0,0,0.9748390871854884,Low
1075,4,29,40,155,3,1,7,1,1,0,0.9288025889967638,Low
1076,11,98,49,300,0,3,4,0,1,1,0.9867841409691632,Low
1079,17,93,40,350,6,3,7,0,0,0,4.260869565217392,High
1081,4,84,40,317,1,2,8,0,0,1,3.808823529411765,High
1082,12,42,80,334,7,3,9,0,0,0,1.1319148936170214,Low
1083,12,32,30,163,5,1,2,1,0,0,1.7431729518855656,Low
1085,11,112,50,276,5,1,8,1,0,0,20.51724137931034,High
1086,7,73,48,205,4,2,1,1,0,1,2.863636363636364,High
1087,18,45,44,339,3,2,9,0,0,0,13.053191489361705,High
1088,12,67,50,218,11,2,7,1,0,0,0.8097956730769231,Low
1089,6,76,40,219,1,1,9,0,0,0,8.326683291770573,High
1090,34,48,45,343,22,3,5,0,0,0,0.6200109349371241,Low
1091,8,84,65,211,3,0,8,1,1,0,1.0601156069364162,Low
1092,58,105,95,121,19,3,9,0,0,1,3.6229648671808063,High
1094,11,91,175,285,4,3,5,1,1,1,0.6195652173913043,Low
1096,23,41,70,348,16,1,7,0,0,1,2.2230905861456485,High
1097,14,70,40,247,7,1,7,1,1,0,1.0,Low
1098,12,5,35,128,11,1,6,0,1,0,0.9383913291500284,Low
1101,11,102,50,367,11,1,11,0,0,1,0.5921450151057402,Low
1102,5,72,70,180,0,2,7,1,1,0,10.578988326848249,High
1103,7,36,50,328,0,3,9,0,1,0,0.5515151515151515,Low
1105,9,55,25,354,5,1,8,0,0,0,0.769078947368421,Low
1107,58,84,49,335,0,3,7,0,0,0,15.033733133433286,High
1108,33,35,70,342,21,3,7,0,0,0,1.6707920792079207,Low
1109,36,60,45,343,24,1,10,0,0,1,0.8016467065868264,Low
1110,17,66,45,290,13,1,7,1,1,0,4.622641509433962,High
1111,14,57,55,71,12,2,5,0,0,0,0.97266001929881,Low
1112,23,6,100,315,10,1,6,0,0,0,3.6015831134564644,High
1114,20,105,45,276,15,3,7,1,1,0,2.0606741573033704,High
1115,8,51,45,84,7,0,4,0,1,1,4.011356660527931,High
1116,25,32,55,268,4,1,10,0,0,0,9.440540540540539,High
1117,23,17,200,168,13,3,8,0,1,0,1.1876606683804627,Low
1118,21,15,45,325,14,2,7,0,0,0,6.336818757921419,High
1119,6,48,35,312,1,2,6,0,0,0,2.441025641025641,High
1121,14,40,30,114,6,1,9,0,0,0,66.5,High
1122,11,84,65,154,3,1,6,1,0,1,6.915279878971256,High
1123,14,49,150,369,6,1,8,0,0,0,0.9632352941176472,Low
1124,30,84,34,354,1,3,4,0,0,1,5.7787068004459305,High
1125,36,58,35,130,18,2,4,0,0,0,1.2766217870257042,Low
1126,15,24,35,215,10,3,5,1,1,0,1.7041083916083917,Low
1127,21,25,50,73,15,2,8,0,0,0,1.2197400487408612,Low
1128,27,62,85,177,5,2,9,0,0,0,9.484954208460534,High
1129,9,105,36,197,9,2,12,0,0,1,8.615384615384617,High
1130,23,75,60,139,13,2,7,0,0,0,10.281709880868958,High
1131,7,66,35,288,1,3,5,1,1,0,1.389830508474576,Low
1132,11,91,175,285,4,3,5,1,1,1,0.6195652173913043,Low
1133,9,57,50,348,4,2,9,0,0,1,0.7575757575757576,Low
1134,11,29,45,124,8,2,7,0,0,0,0.7428123366440147,Low
1135,9,80,42,98,2,1,3,0,0,0,1.1615942028985509,Low
1136,18,48,60,349,9,3,6,0,0,0,0.5781710914454277,Low
1137,11,60,60,376,3,2,9,1,0,0,11.02213666987488,High
1140,17,58,40,221,2,2,10,1,0,0,0.8175479372457873,Low
1142,5,18,60,267,2,2,5,1,0,0,3.4350688210652303,High
1143,12,51,40,266,10,3,9,1,1,0,1.1180061037639877,Low
1144,16,20,40,182,15,2,7,0,0,1,0.9791666666666669,Low
1145,7,11,45,144,1,3,7,0,0,0,1.0673125956144824,Low
1148,9,72,80,77,4,2,4,0,0,0,2.6808510638297878,High
1149,6,91,38,175,2,1,8,1,1,0,7.6202531645569636,High
1150,7,11,57,334,0,2,9,1,0,0,8.444317315026696,High
1152,8,168,30,105,0,1,6,0,0,0,1.065217391304348,Low
1153,16,112,35,252,9,1,7,1,0,0,3.0847457627118637,High
