,number_subjects,hours_per_week_schedule,rate,bio_count,num_popular_subjects,number_degrees,desc_count,welcoming_kw,passion_kw,experience_kw,hours_per_week_estimate,Label
1154,24,39,30,253,16,2,11,1,0,1,0.7609539656128674,Low
1156,18,39,40,153,5,1,6,0,0,0,0.6063260340632604,Low
1157,22,69,34,291,1,3,10,0,0,0,2.5927291886196,High
1160,5,25,45,309,5,1,9,1,1,1,2.9037037037037035,High
1162,27,25,45,56,8,1,6,0,0,0,0.5327301756253326,Low
1163,13,57,50,177,3,2,9,1,1,0,4.752924660739353,High
1164,21,47,39,282,0,3,10,0,0,1,0.9588377723970944,Low
1165,9,26,25,328,2,1,8,1,1,1,1.1666666666666663,Low
1166,16,45,50,308,10,2,8,1,1,0,0.7506775067750677,Low
1167,16,51,30,352,3,3,9,1,0,1,1.405109489051095,Low
1169,21,56,50,159,2,2,6,1,1,0,1.3925729442970822,Low
1170,20,30,40,96,18,2,4,1,1,0,5.2726452001203725,High
1171,56,140,35,349,0,3,9,0,0,0,1.1450463292943691,Low
1172,23,47,60,357,17,2,12,0,0,1,4.131463146314632,High
1173,5,98,20,202,1,3,11,1,0,1,1.425225225225225,Low
1174,6,98,20,136,0,1,12,0,0,0,0.5833333333333333,Low
1175,15,25,38,123,4,2,6,0,1,0,0.5197066911090743,Low
1176,23,25,29,318,15,1,8,0,0,0,3.5680555555555555,High
1177,14,119,150,207,4,2,5,0,0,1,11.184931506849317,High
1180,11,112,65,126,5,2,7,0,0,0,1.9453302961275627,Low
1181,26,65,150,337,1,2,10,0,1,0,8.860759493670887,High
1182,13,105,50,312,11,1,7,1,0,0,3.9917355371900825,High
1183,12,30,40,82,9,2,3,0,0,0,1.09375,Low
1184,9,107,25,373,8,1,6,1,1,0,3.6948453608247434,High
1185,9,13,45,268,7,3,9,0,0,0,1.82,Low
1188,31,83,65,134,12,2,11,0,1,0,4.256292906178491,High
1189,27,126,50,302,0,3,12,0,0,0,1.1145351823317924,Low
1190,11,76,50,360,7,2,13,0,0,0,2.8466666666666667,High
1192,4,74,60,355,0,2,8,0,1,0,0.7437218287186091,Low
1193,17,112,300,354,2,2,10,0,0,0,5.665634674922599,High
1194,34,84,50,346,13,2,4,1,1,0,7.3296541574687275,High
1195,25,27,35,147,21,1,5,0,1,0,6.471111111111112,High
1197,9,72,60,364,0,1,5,0,0,0,3.9270310192023636,High
1199,32,122,60,280,13,1,9,0,0,0,0.6228911677141912,Low
1200,31,78,70,358,19,1,9,1,1,0,0.6717557251908397,Low
1203,9,7,125,176,0,2,6,0,0,1,0.6744525547445255,Low
1204,7,76,30,105,1,3,5,0,0,0,0.9424836601307188,Low
1205,20,83,80,202,3,2,7,0,0,1,3.1187692307692307,High
1206,10,119,20,351,1,2,4,0,0,0,2.1316872427983538,High
1208,5,67,50,135,1,2,5,0,0,0,0.5930408472012103,Low
1209,37,80,90,98,12,3,10,0,0,0,1.144191476941039,Low
1210,16,87,17,107,12,2,4,0,0,0,0.6668129938542582,Low
1211,26,91,50,171,22,2,5,0,0,0,3.40515326521546,High
1212,15,45,40,124,5,2,12,0,0,0,0.5666666666666667,Low
1213,13,70,30,346,13,1,9,0,0,1,0.6333333333333333,Low
1215,15,94,23,165,4,0,4,1,0,0,1.09375,Low
1216,14,105,90,264,3,2,10,0,0,1,2.1395348837209305,High
1217,9,44,125,125,3,2,6,0,1,0,0.7238137869292749,Low
1218,6,79,48,268,6,1,3,0,0,0,2.1868300153139355,High
1219,12,47,40,111,7,3,11,0,0,1,0.6912267375617166,Low
1220,8,40,45,326,0,1,8,0,1,1,0.8296296296296297,Low
1221,20,99,85,327,4,3,11,0,0,0,3.6377952755905514,High
1222,10,82,50,332,0,2,6,0,0,0,4.022004889975549,High
1224,1,70,60,99,1,0,8,1,1,0,0.7777777777777777,Low
1225,21,44,30,263,12,3,7,0,0,0,0.7252794496990542,Low
1226,22,99,50,286,5,2,11,1,0,0,1.544766708701135,Low
1228,18,71,40,342,13,1,8,0,0,0,0.9392405063291138,Low
1229,39,84,25,339,1,2,8,0,0,1,2.5078125,High
1230,17,87,100,340,3,2,8,1,0,0,1.1307077625570776,Low
1231,13,5,50,279,1,1,10,0,0,0,2.033613445378151,High
1232,13,91,50,58,7,1,9,0,0,0,1.5698360655737704,Low
1233,13,98,60,157,11,1,7,1,1,1,5.200809909480705,High
1234,10,18,60,162,5,1,6,0,0,1,1.1623328380386329,Low
1235,27,70,150,325,12,2,5,0,0,0,0.6461538461538462,Low
1236,9,112,40,227,8,2,3,0,0,1,1.1355932203389831,Low
1237,16,37,175,204,4,2,9,0,1,0,0.6746337702390129,Low
1238,41,15,60,101,10,2,8,0,0,0,1.497363216875412,Low
1239,12,168,30,366,9,1,9,0,1,0,0.7777777777777777,Low
1240,17,27,35,252,8,3,7,1,1,1,1.2495719178082192,Low
1241,9,91,30,374,4,1,8,1,0,0,6.363636363636362,High
1242,8,26,50,212,7,2,2,1,1,1,1.6969696969696968,Low
1243,16,38,88,338,0,3,11,0,0,0,1.4502123643227938,Low
1244,20,39,45,135,5,3,9,0,0,0,2.0413880929640245,High
1245,10,51,50,273,0,3,4,0,0,0,4.146868250539957,High
1247,5,108,15,209,2,0,4,1,0,0,14.636363636363635,High
1249,7,44,50,191,4,1,4,0,0,0,2.0,Low
1250,3,24,75,240,0,2,9,0,0,0,1.1387559808612442,Low
1251,15,70,35,216,5,3,9,0,0,0,1.7337209302325582,Low
1252,11,75,29,345,1,1,5,1,1,1,0.9296875,Low
1253,19,105,35,99,15,2,4,1,1,1,1.8051341890315051,Low
1254,17,58,30,283,7,1,8,1,0,0,0.8124557678697806,Low
1255,34,52,50,117,12,3,11,0,0,0,1.678114478114478,Low
1256,12,69,40,305,0,3,11,1,1,0,4.699270959902794,High
1259,16,65,100,325,8,3,3,0,0,1,4.076732673267327,High
1260,9,87,20,240,3,2,6,0,1,0,3.551948051948052,High
1261,6,30,25,273,3,2,6,1,0,0,1.1136363636363635,Low
1263,5,60,60,337,0,2,10,1,0,0,0.6808743169398908,Low
1264,48,61,30,366,8,3,5,0,0,0,6.8281437125748505,High
1265,5,26,40,358,2,1,8,1,0,0,1.5321888412017168,Low
1266,5,21,35,66,0,3,5,0,0,0,0.7302052785923754,Low
1267,27,25,45,56,8,1,6,0,0,0,0.5327301756253326,Low
1268,5,70,60,172,1,1,8,0,1,0,1.3461538461538465,Low
1269,11,76,54,133,4,2,4,0,0,1,5.405140051978054,High
1270,10,86,55,362,6,1,12,1,1,0,0.5016411378555798,Low
1272,15,66,150,350,5,1,9,0,0,0,3.5651862464183384,High
1273,21,39,45,317,4,3,8,0,0,0,0.8562543192812716,Low
1274,12,32,45,75,0,3,9,0,0,0,1.4520311149524634,Low
1275,11,72,50,318,2,2,8,0,0,1,0.8314606741573034,Low
1278,6,10,45,321,5,1,7,1,0,0,0.784971098265896,Low
1279,26,112,60,329,0,1,8,0,0,0,3.781130471738207,High
1280,14,60,40,290,10,1,6,1,0,0,0.6694630872483222,Low
1281,11,105,50,167,1,3,10,1,1,0,12.819979188345473,High
1282,9,44,40,188,5,2,5,1,1,1,1.2681159420289856,Low
1284,9,42,50,176,4,2,13,0,0,1,1.0114832535885168,Low
1285,30,87,95,337,5,3,7,1,0,1,5.725629438347322,High
1287,8,98,40,180,4,1,8,0,0,0,21.897435897435894,High
1288,30,87,95,337,5,3,7,1,0,1,5.725629438347322,High
1290,21,54,60,229,14,3,7,1,1,0,2.396544954848842,High
1291,19,84,65,208,6,1,10,0,0,1,1.9411764705882355,Low
1292,10,40,60,142,5,3,7,0,0,0,1.2418358340688438,Low
1294,10,65,80,362,2,2,10,0,1,0,14.334955393349553,High
1295,41,45,55,324,9,1,8,0,0,1,6.456874774449657,High
1296,15,94,23,165,4,0,4,1,0,0,1.09375,Low
1297,14,84,100,122,13,3,9,0,1,1,0.5284492376348084,Low
1298,12,84,45,249,0,1,9,1,0,1,0.652542372881356,Low
1299,16,112,80,107,11,2,10,0,0,0,4.8572857619206395,High
1300,34,110,42,305,11,2,9,0,0,0,2.9917279411764706,High
1301,16,81,45,228,1,1,5,0,0,0,2.379643765903308,High
1302,12,56,37,196,2,2,6,1,1,0,1.3774752475247525,Low
1303,12,85,45,118,0,1,4,0,0,0,3.0204390613171834,High
1304,24,46,50,334,18,2,11,1,0,0,1.0184128630705396,Low
1306,8,22,65,217,8,1,10,1,1,0,1.4732394366197183,Low
1307,21,57,50,288,10,3,9,0,0,0,2.019750966079863,High
1309,23,36,75,235,10,3,11,1,1,0,6.302405498281788,High
1310,16,84,35,351,5,1,8,0,0,0,13.045454545454545,High
1311,9,68,30,305,4,1,5,0,0,0,1.367816091954023,Low
1312,13,63,20,362,4,2,7,0,0,0,17.111111111111118,High
1313,20,61,54,176,15,2,4,0,1,0,1.7290836653386454,Low
1315,18,112,90,319,4,2,13,0,0,0,8.427754479603507,High
1316,31,114,80,178,17,3,9,0,0,0,2.576,High
1317,13,20,90,222,11,1,3,0,0,0,1.2674897119341564,Low
1318,6,40,40,292,5,1,9,1,0,0,11.358490566037734,High
1320,21,102,50,294,17,2,8,1,1,0,4.654685494223363,High
1321,18,72,50,358,6,1,9,0,0,1,2.986743993371997,High
1322,25,30,120,68,17,2,7,0,0,0,1.125193199381762,Low
1323,13,61,70,267,11,2,5,1,0,0,2.7575757575757573,High
1324,7,70,95,262,4,1,10,1,0,0,2.639344262295082,High
1325,33,49,45,282,8,3,13,0,0,0,1.4158291457286432,Low
1326,9,74,85,324,3,1,9,0,0,0,1.7257617728531855,Low
1327,7,70,35,122,4,2,7,0,0,0,2.7758620689655173,High
1328,21,93,35,340,12,1,9,0,1,1,6.3,High
1329,16,98,40,209,7,1,8,0,0,0,4.260869565217392,High
1330,14,35,80,332,1,1,9,0,0,0,2.4285714285714284,High
1331,48,22,60,241,32,2,9,0,0,1,0.9484567901234568,Low
1332,5,43,60,295,3,2,3,0,0,0,1.2723214285714286,Low
1333,14,57,40,106,13,2,8,1,0,0,1.1446945337620578,Low
1334,12,81,25,144,1,1,11,1,1,1,12.390922401171302,High
1336,17,58,40,201,7,3,6,1,0,0,1.6050548112058467,Low
1340,18,161,60,293,5,3,14,0,0,0,4.4669260700389115,High
1341,9,31,45,306,1,1,9,0,0,0,1.4747983870967742,Low
1344,10,22,40,130,10,2,4,1,1,0,0.9048034934497816,Low
1345,18,168,80,355,13,3,4,1,1,0,2.2240802675585285,High
1346,16,8,65,140,7,2,10,1,1,0,2.4883449883449886,High
1347,23,31,40,212,19,1,6,0,0,0,1.1609276177090653,Low
1348,21,105,25,146,1,2,6,0,0,0,1.657894736842105,Low
1349,9,33,28,363,5,3,4,0,0,0,2.6100342075256555,High
1351,4,70,45,282,1,2,4,1,1,0,1.1897106109324758,Low
1352,8,31,40,268,8,1,8,0,0,0,1.4428969359331476,Low
1353,11,26,45,168,2,1,4,0,0,0,1.1896243291592128,Low
1354,12,39,35,235,5,1,10,0,0,1,0.7977207977207977,Low
1356,12,18,50,276,0,2,8,0,0,0,1.1313131313131315,Low
1357,25,98,45,171,10,2,9,1,0,0,1.3231518370960602,Low
1358,7,56,34,395,4,2,7,1,0,0,9.816231884057972,High
1359,24,83,45,177,11,2,5,0,0,0,3.0652945351312986,High
1360,11,21,80,304,7,2,12,1,1,1,9.599388379204893,High
1362,13,98,90,147,4,2,7,1,1,0,12.819018404907975,High
1363,14,70,75,275,12,3,8,1,1,0,2.7702127659574467,High
1364,20,61,40,135,15,1,6,1,1,0,0.6621621621621622,Low
1365,10,22,35,238,2,2,12,1,0,0,2.9343434343434343,High
1366,8,84,28,226,2,1,9,0,1,1,0.9888698630136988,Low
1367,20,40,40,351,13,1,9,0,1,0,2.3704396632366698,High
1368,26,57,50,188,2,3,3,0,0,0,1.00376254180602,Low
1369,21,28,70,207,10,2,11,1,0,0,1.261494252873563,Low
1370,10,53,25,254,9,3,8,1,1,0,4.2682926829268295,High
1371,10,61,45,261,1,3,9,1,1,0,0.6824067022086824,Low
1372,9,64,40,347,2,1,6,0,1,0,1.2517193947730398,Low
1374,26,42,40,299,16,2,8,1,0,0,0.6014492753623188,Low
1376,14,91,45,232,10,1,6,0,0,0,0.6505576208178439,Low
1377,24,35,35,128,10,1,5,0,0,0,8.928186109238034,High
1378,10,55,30,258,2,2,6,0,0,1,1.5651636812847436,Low
1379,32,76,35,187,20,1,11,0,0,0,9.333333333333332,High
1381,16,45,29,211,10,2,8,0,1,0,6.2570204664445495,High
1382,9,44,30,198,1,1,3,0,0,0,1.6434782608695653,Low
1383,20,31,35,313,16,2,6,1,1,0,1.487220447284345,Low
1384,21,56,50,159,2,2,6,1,1,0,1.3925729442970822,Low
1385,21,77,40,111,9,1,8,0,0,0,2.199141630901288,High
1386,19,105,35,361,12,2,9,0,0,0,3.0349650349650354,High
1387,9,77,60,232,7,3,10,0,0,1,0.8990024937655858,Low
1388,7,35,40,302,2,3,5,1,1,1,0.5072463768115942,Low
1389,13,111,60,347,12,2,7,1,0,0,2.4737391304347818,High
1390,11,27,50,92,7,1,8,0,0,0,3.5122950819672125,High
1391,6,19,40,242,6,3,7,1,0,0,0.5764705882352941,Low
1395,30,126,150,364,6,2,7,0,0,1,6.117007394519357,High
1396,6,79,37,368,0,2,6,0,0,0,15.151280062063615,High
1398,9,78,40,147,4,1,9,0,0,0,4.254901960784314,High
1401,23,40,85,306,15,3,8,0,0,1,0.8859832635983265,Low
1402,15,50,55,319,10,1,8,1,0,0,4.915460776846915,High
1403,15,84,30,312,3,2,9,0,0,0,1.7703225806451617,Low
1404,3,76,30,62,0,2,5,0,0,0,1.8394160583941608,Low
1406,41,57,60,358,23,1,6,0,0,1,3.5323600973236013,High
1408,42,17,120,205,26,1,5,0,0,1,8.426176660219214,High
1410,19,40,40,218,12,1,6,1,1,0,1.7090012330456226,Low
1411,32,56,65,283,7,1,10,0,0,0,12.08803611738149,High
1413,4,47,35,124,4,2,7,0,1,1,2.223119950279677,High
1414,49,168,100,329,17,1,10,0,0,0,14.303892215568863,High
1417,24,78,45,94,10,3,3,1,0,0,4.043824701195218,High
1418,20,67,55,328,6,2,9,1,0,1,2.038071065989848,High
1421,31,98,65,283,0,3,9,0,0,1,13.18073537027447,High
1422,8,78,60,225,2,3,10,0,0,1,2.0818284424379234,High
1423,20,39,28,221,7,3,12,1,0,0,2.336696454309599,High
1425,16,44,40,247,12,2,5,0,0,1,1.4653878231859885,Low
1427,12,44,30,189,5,1,5,1,0,1,1.12,Low
1428,16,62,35,286,6,3,4,0,0,0,1.3766002844950214,Low
1429,2,28,40,334,0,1,11,1,1,0,9.27027027027027,High
1430,11,56,45,249,7,1,8,1,1,1,0.8316831683168316,Low
1431,9,91,30,293,9,2,12,1,1,0,1.1666666666666663,Low
1432,16,84,235,340,7,1,12,0,0,0,12.001521298174444,High
1433,9,47,30,149,1,1,8,1,1,1,2.6943907156673115,High
1434,3,28,20,278,0,2,8,0,0,1,1.1851851851851851,Low
1438,18,50,70,228,2,2,7,1,1,0,4.701333333333333,High
1439,10,59,40,196,7,1,6,0,0,1,1.2567018683996751,Low
1440,4,64,37,265,3,1,4,1,0,0,0.7368421052631579,Low
1443,12,71,50,295,2,2,10,1,1,0,3.1941747572815533,High
1444,14,93,30,237,13,1,7,0,0,0,6.066666666666666,High
1445,16,49,35,322,9,2,10,1,0,0,6.743902439024391,High
1446,13,57,20,232,2,1,10,0,0,0,1.2934782608695652,Low
1447,7,86,35,232,6,2,11,0,0,0,2.9334532374100717,High
1448,6,70,60,226,0,2,5,0,0,0,1.4236417033773865,Low
1449,21,101,75,353,2,1,8,0,0,0,11.926378227494766,High
1450,14,58,30,154,4,2,11,0,0,0,4.666666666666666,High
1451,27,67,45,179,23,0,8,0,1,0,17.206327372764786,High
1452,6,63,40,338,0,1,7,1,0,1,2.155820348304308,High
1453,14,67,35,369,1,3,9,0,0,1,25.258465011286678,High
1454,14,26,55,181,8,1,5,0,0,0,1.3388484447385838,Low
1458,13,45,25,238,2,1,8,1,1,0,1.4279279279279278,Low
1460,26,31,40,157,14,2,5,0,0,0,1.9173306772908365,Low
1462,32,87,95,369,13,3,7,0,0,0,4.200419412822049,High
1463,9,42,55,178,0,1,8,1,1,0,0.5799299883313886,Low
1464,16,60,60,198,0,2,10,1,0,0,1.1720116618075802,Low
1466,12,65,50,117,3,3,7,1,1,1,0.5317951603826674,Low
1468,14,70,50,129,10,1,3,0,0,0,2.1043324491600357,High
1469,19,56,70,279,2,3,7,0,0,1,0.6236501079913607,Low
1470,3,79,25,214,1,1,5,1,1,0,1.7311827956989247,Low
1471,17,9,90,181,16,2,9,0,1,0,3.171133354859541,High
1473,4,84,40,317,1,2,8,0,0,1,3.808823529411765,High
1474,22,90,300,193,7,2,7,0,0,1,3.5710455764075064,High
1475,32,84,50,302,25,1,5,0,0,0,4.818871359223301,High
1477,20,50,30,157,11,1,10,0,0,1,1.047872340425532,Low
1478,11,81,45,293,0,1,9,1,1,1,0.9702970297029704,Low
1479,20,82,60,323,11,1,9,0,0,0,10.5,High
1480,12,63,34,347,3,1,8,0,1,0,5.697674418604652,High
1481,27,42,75,342,0,3,9,0,1,0,0.5600814663951119,Low
1482,29,70,40,88,13,1,8,1,1,0,7.670085470085472,High
1483,10,54,50,354,4,1,8,0,0,0,2.0035555555555558,High
1488,11,4,50,106,8,2,7,0,0,0,0.8787878787878788,Low
1491,20,27,20,106,7,2,2,0,0,0,15.769886363636365,High
1494,12,72,50,366,7,2,8,0,0,0,0.5855072463768116,Low
1495,9,84,30,199,7,1,5,1,1,0,0.5746268656716418,Low
1497,6,91,50,339,0,1,10,0,0,1,3.9521531100478464,High
1498,29,91,65,366,21,1,4,1,1,1,0.7100814026299311,Low
1499,18,79,65,336,6,1,4,0,0,1,5.086201991465148,High
1500,22,44,40,130,14,2,8,1,0,0,1.660377358490566,Low
1501,27,67,40,329,4,2,3,1,0,0,2.4331797235023043,High
1502,7,35,25,133,3,3,6,0,0,0,1.039301310043668,Low
1504,9,21,65,167,7,1,6,0,1,0,1.818346957311535,Low
1505,5,105,55,317,1,2,7,0,1,1,1.0114678899082568,Low
1506,7,43,40,328,0,1,2,0,0,0,1.5555555555555554,Low
1507,6,57,40,166,1,2,8,0,1,0,3.0,High
1508,52,119,120,299,18,2,8,0,0,1,8.256026853829722,High
1510,27,78,60,253,4,2,9,1,1,1,1.756663205261336,Low
1511,13,78,40,277,10,3,8,1,1,0,0.6070713809206137,Low
1512,8,46,50,214,6,2,6,1,0,0,5.409090909090909,High
1515,5,68,35,249,0,2,5,0,0,1,5.7435897435897445,High
1516,26,40,40,164,0,1,7,0,0,0,5.221674876847291,High
1517,17,64,35,146,10,2,8,1,1,0,2.960199004975125,High
1518,9,42,25,368,8,1,6,1,0,0,2.892787524366472,High
1520,10,56,40,355,0,1,8,1,1,0,0.951086956521739,Low
1522,13,32,85,310,8,1,8,1,1,1,3.410623084780388,High
1523,14,55,39,364,11,2,5,0,0,0,1.37624750499002,Low
1524,71,80,175,155,21,2,4,0,0,0,3.7459150326797386,High
1525,12,19,55,320,3,3,9,0,0,0,0.5591559909570459,Low
1526,6,44,25,345,0,1,11,0,1,0,6.81456953642384,High
1527,12,45,60,169,4,1,9,1,0,0,0.7387724550898204,Low
1528,14,89,95,354,0,2,11,0,1,0,2.543082021541011,High
1529,6,168,40,134,1,3,8,1,0,1,10.142857142857142,High
1530,17,12,70,339,7,2,5,0,0,0,1.187929489094712,Low
1531,9,78,65,199,3,1,5,1,0,0,2.9602543720190777,High
1532,35,98,45,315,0,3,11,0,0,0,2.7620266120777894,High
1535,21,44,30,234,9,3,8,0,0,0,5.370689655172414,High
1536,9,84,25,252,7,0,7,0,0,1,2.333333333333333,High
1537,15,70,100,122,1,3,9,0,0,1,3.278195488721805,High
1541,22,68,25,242,7,2,3,0,0,0,2.433155080213904,High
1542,36,66,45,326,13,2,10,1,0,0,2.924785312407462,High
1544,9,42,55,178,0,1,8,1,1,0,0.5799299883313886,Low
1545,24,36,41,337,11,3,9,0,0,1,1.3588235294117648,Low
1547,16,91,65,220,3,2,6,0,0,0,8.067951054412912,High
1548,17,25,35,314,12,1,6,1,1,0,7.736842105263157,High
1550,51,75,20,223,18,3,10,0,0,0,5.702819956616052,High
1552,19,20,45,252,8,1,11,1,1,0,1.5354150799695354,Low
1553,15,104,25,78,9,3,6,0,0,0,1.4397163120567376,Low
1554,31,70,60,84,15,2,2,1,0,0,1.0724299065420562,Low
1556,18,84,40,127,10,2,7,0,0,0,1.811557788944724,Low
1558,15,15,45,389,1,3,12,1,0,1,6.556716876729173,High
1560,2,23,60,150,0,2,4,1,1,1,4.2055335968379435,High
1561,26,72,90,364,16,3,10,0,0,0,4.326511335012594,High
1562,20,168,60,415,11,1,12,1,0,0,7.338970023059184,High
1565,14,45,30,130,4,2,2,0,0,0,1.7610062893081762,Low
1566,12,98,80,284,8,1,5,1,1,0,1.0057471264367814,Low
1567,8,31,40,67,8,2,4,0,0,1,0.7363473589973143,Low
1568,12,58,81,349,5,2,6,0,0,0,4.2883720930232565,High
1569,6,62,90,264,0,3,10,1,0,1,5.7680921052631575,High
1570,12,168,30,366,9,1,9,0,1,0,0.7777777777777777,Low
1571,21,88,60,107,0,2,9,1,1,0,3.6050739957716695,High
1572,9,72,55,357,2,2,9,0,1,1,1.0079681274900398,Low
1573,16,57,45,309,6,1,4,0,0,1,5.4739336492891,High
1574,27,84,200,306,7,2,8,0,0,0,6.77919863597613,High
1575,6,31,50,121,0,3,6,1,0,0,0.6789297658862876,Low
1577,8,38,40,255,0,2,9,1,0,1,1.630681818181818,Low
1578,14,89,95,354,0,2,11,0,1,0,2.543082021541011,High
1579,19,80,100,340,8,3,11,0,0,0,6.89997142040583,High
1580,12,68,40,210,10,1,7,0,0,0,0.9746835443037974,Low
1581,9,50,49,178,7,2,9,0,1,0,1.3125,Low
1582,20,98,85,327,4,2,7,0,0,0,13.8259766615931,High
1584,6,76,70,55,0,2,8,0,0,1,13.246153846153845,High
1585,6,65,50,129,2,2,6,1,0,0,2.3972602739726026,High
1587,59,168,300,297,3,1,6,0,0,0,1.1670533642691416,Low
1590,25,94,40,294,0,3,9,0,1,0,1.5865427180168217,Low
1591,27,25,45,56,8,1,6,0,0,0,0.5327301756253326,Low
1592,10,34,26,209,9,2,7,0,0,0,0.8831775700934579,Low
1594,12,48,70,143,0,1,3,0,0,0,7.551611852816673,High
1595,1,40,250,347,0,1,6,1,0,0,14.526645768025078,High
1596,18,43,20,211,14,3,5,1,1,0,7.189189189189189,High
1597,10,61,29,332,10,0,10,1,0,0,1.2929936305732483,Low
1598,18,55,40,194,15,2,4,1,1,0,0.7816735415439008,Low
1599,10,20,59,250,0,1,7,0,0,1,0.9439528023598821,Low
1600,7,74,38,282,1,3,8,0,1,1,1.289655172413793,Low
1601,2,65,65,104,0,3,10,0,0,0,4.605812220566318,High
1604,8,60,40,363,5,1,10,1,0,0,2.177777777777778,High
1605,10,64,40,169,3,2,6,0,0,0,0.691556576680069,Low
1606,8,84,40,217,2,2,7,1,1,0,1.6666666666666663,Low
1607,10,126,20,208,6,1,6,1,0,0,1.0980392156862746,Low
1611,16,34,60,326,9,2,9,1,1,0,1.4801762114537445,Low
1612,9,42,45,359,4,2,9,1,0,0,1.7375886524822697,Low
1613,2,35,30,205,1,2,10,0,0,0,2.136842105263158,High
1614,30,67,135,368,27,2,3,0,0,0,0.955159112825458,Low
1615,12,49,49,181,10,3,5,0,0,1,10.253256704980844,High
1616,14,55,39,364,11,2,5,0,0,0,1.37624750499002,Low
1617,9,58,35,243,1,3,10,0,0,0,1.897368421052632,Low
1618,33,71,250,326,17,2,9,0,0,0,1.527542372881356,Low
1620,27,73,30,241,4,3,9,0,0,1,4.948216902784563,High
1621,20,112,49,324,7,1,7,0,0,0,9.086034912718203,High
1622,21,60,55,354,17,1,11,0,1,0,4.705882352941177,High
1623,14,89,50,279,3,2,6,1,1,0,2.373142542652724,High
1624,9,72,29,364,0,2,10,0,0,0,1.5555555555555554,Low
1625,55,47,89,323,16,2,7,1,1,1,4.012940114354499,High
1626,12,47,35,243,10,2,7,0,0,1,3.2042253521126765,High
1628,7,40,55,345,3,2,9,1,1,1,1.1269349845201238,Low
1629,14,119,60,348,8,1,8,1,0,0,3.971724787935909,High
1630,14,29,80,274,11,2,8,1,1,1,0.7917200170721297,Low
1631,49,119,45,248,13,2,10,1,1,0,4.761627906976744,High
1632,9,15,70,339,6,2,11,1,1,1,2.1648148148148145,High
1634,6,84,45,106,4,3,8,0,0,1,2.928571428571429,High
1635,6,44,35,338,4,1,5,0,0,1,0.8983739837398375,Low
1636,32,77,65,346,1,3,5,1,0,0,4.421439831844456,High
1637,11,84,60,252,4,3,8,0,0,1,1.139874739039666,Low
1638,6,46,30,303,3,2,7,1,0,0,1.1565217391304348,Low
1639,9,45,150,214,3,1,5,0,0,0,5.204819277108434,High
1640,15,130,65,229,5,1,8,0,0,1,1.9058653149891385,Low
1641,9,34,90,332,5,1,4,1,1,1,0.5388719512195121,Low
1642,16,37,175,204,4,2,9,0,1,0,0.6746337702390129,Low
1643,25,85,65,113,3,2,6,1,0,0,7.920602605863192,High
1644,18,6,70,312,3,1,9,0,0,1,4.015485996705107,High
1645,21,66,60,155,8,3,6,0,0,0,2.043885313048566,High
1646,5,27,25,340,4,1,4,1,1,1,1.051643192488263,Low
1647,27,70,36,328,0,2,9,0,0,0,3.5862865947611713,High
1648,31,63,48,337,1,3,9,0,0,1,2.770554493307839,High
1649,40,66,79,97,5,3,10,0,0,1,1.6215596330275228,Low
1650,17,40,60,173,8,2,7,0,0,0,1.0257352941176472,Low
1651,7,27,80,118,3,3,7,0,0,1,0.9463601532567052,Low
1652,19,98,35,337,2,1,7,0,1,1,6.5625,High
1653,21,45,60,161,12,3,8,1,1,0,3.1428571428571432,High
1654,24,54,28,102,9,1,7,0,0,1,1.1089774363898224,Low
1656,13,76,47,277,1,1,9,0,0,1,2.9017094017094016,High
1658,11,72,35,264,8,1,7,0,0,0,0.5384615384615385,Low
1659,9,66,125,95,7,3,11,0,1,0,0.5691559876270438,Low
1660,17,61,40,355,0,1,11,0,0,0,2.9387387387387385,High
1662,16,63,100,139,5,1,9,0,0,1,0.6141879278158058,Low
1663,10,32,60,198,4,2,6,1,0,1,4.382638215324927,High
1664,13,42,40,247,5,2,8,0,1,1,0.8586666666666666,Low
1665,7,98,30,306,4,1,5,0,0,1,1.0115606936416186,Low
1667,22,52,45,205,8,3,10,1,1,1,5.377870563674321,High
1668,8,36,30,127,0,1,8,0,0,0,0.8203360620422232,Low
1670,11,63,50,203,0,2,7,0,0,0,1.3036437246963564,Low
1671,16,63,45,365,1,3,8,0,0,0,3.992012779552716,High
1673,24,105,32,236,17,1,4,1,1,1,3.2007902298850577,High
1674,25,12,90,92,7,2,10,0,0,0,0.7879722436391673,Low
1675,26,38,45,352,19,2,7,0,1,0,2.3879245283018866,High
1676,22,89,65,275,6,3,9,1,1,1,8.554583333333332,High
1677,30,168,70,343,9,3,9,1,1,0,19.87368972746331,High
1678,33,39,50,301,12,2,7,0,1,0,0.7049567269866247,Low
1679,18,20,40,177,2,3,10,0,0,0,3.6009615384615383,High
1680,13,38,30,246,11,1,7,0,0,0,7.0,High
1681,12,70,40,268,11,3,7,0,0,0,0.5345454545454545,Low
1682,8,70,45,249,4,3,8,1,1,0,6.649452269170578,High
1683,9,44,45,257,2,2,8,1,0,0,3.629629629629629,High
1684,23,80,67,314,17,2,6,1,1,1,1.1074849237318198,Low
1686,14,119,99,349,7,1,10,0,0,0,5.84428492545555,High
1687,8,56,22,335,1,2,7,1,0,0,2.3286573146292584,High
1688,8,58,40,266,5,1,9,1,1,0,2.074074074074074,High
1689,17,8,55,328,1,1,10,0,0,0,6.081318681318681,High
