experience_kw,welcoming_kw,goal_kw,passion_kw,bio_count
0.0,0.0,0.0,0.0,174
0.0,0.29168729724323633,0.5551129971915266,1.0225688180330728,290
0.19016540983179434,0.22067413381962162,0.0,0.20574110848331578,354
0.4125211593928204,0.0,0.0,0.0,194
0.0,0.40768662125766014,0.0,0.0,286
0.0,0.0,0.0,0.0,96
0.0,0.9345996525646907,0.0,0.4135057418895688,182
0.20112931023087874,0.0,0.0,0.10577273618264776,361
0.0,0.0,0.0,1.007927566070306,156
0.0,0.0,0.11745196644833805,1.0,353
0.0,0.0,0.0,0.8981498574415451,176
0.0,0.0,0.0,0.0,305
0.32933706708479027,0.3228142078281901,0.0,0.22300172410075322,189
0.0,0.6682630864726082,0.7951615489902504,0.17034320666690864,273
0.0,0.0,0.0,0.22117386716513782,252
0.27379952576322836,1.7903604153776989,0.0,0.26352212696538385,299
0.0,1.5815824181478177,0.0,0.3309425849925619,329
0.0,0.5879430920074831,0.0,0.2411385109082672,273
0.0,0.0,0.0,0.0,232
0.0,0.0,0.0,0.802893059907082,355
0.2718630311950069,0.28021004770629254,0.0,0.8032012897994463,336
0.0,0.0,0.0,0.0,246
0.0,1.6243240592945598,0.0,0.9486904392395862,133
1.94586772418831,0.0,0.0,0.0,272
0.8100230905970034,0.36402622848250143,0.1704005525927412,0.1272330141418011,162
0.0,0.0,0.0,0.14213200940111614,286
0.0,0.8723899520048719,0.0,0.0,184
0.0,0.21878792352865503,0.11569364242177513,0.1727699895146144,432
0.0,0.8325854271449109,0.0,0.24348238913196088,242
0.0,0.0,0.0,0.0,299
0.0,0.0,0.0,0.0,164
1.0,0.0,0.0,0.0,168
0.0,0.6936874944605647,0.0,0.5954450455745646,297
0.0,0.0,0.0,0.0,324
0.5222435736764826,0.0,0.0,0.0,330
0.0,0.0,0.0,0.0,284
0.0,0.0,0.0,0.9570924995665437,100
1.422497672469024,0.0,0.0,0.0,337
0.0,0.0,0.0,0.30126886129821623,82
0.2647385629755246,0.6859952462271308,0.0,0.47528381661997343,323
0.0,0.0,0.0,0.09414549695815691,266
0.0,1.653376963205665,0.0,0.4686961649336564,96
0.0,0.0,0.0,0.3542157719202062,226
0.0,0.24597464625005652,0.0,0.0,299
0.0,0.0,0.10854120014816274,0.0,305
0.0,0.0,0.0,0.0,103
0.7757875700202308,1.0020143544360247,0.272937074244689,0.26614916962712176,78
0.0,0.0,0.0,0.08154009370996623,268
0.0,0.0,0.0,0.13248880317975267,161
0.0,0.0,0.0,0.1577495616812096,231
0.0,0.0,0.0,0.13730797685283042,164
2.0737444755750345,0.0,0.0,0.0,142
0.0,0.0,0.0,0.4826184107881259,44
0.0,1.490005799425976,0.0,0.0831134380775629,251
0.48967707428550117,0.3224271060015921,0.0,0.49194036506665473,196
0.0,0.5021982190899335,0.8224039198991707,1.1769160668755587,103
0.27093375229064826,0.36527109580028255,0.0,0.6501403202000449,156
0.3561752750198851,0.0,0.0,0.0,211
0.21790512135705997,0.2389440636034104,0.08601993889310262,0.15084521053219724,356
1.3501629864309213,0.0,0.0,0.0,120
0.0,0.0,0.0,0.0,312
0.0,0.0,0.0,0.19131524851221535,110
0.0,0.0,0.0,0.6211852543420775,199
0.30499893159690117,0.0,0.2307251292054512,0.08613778881699642,166
0.0,0.7082353859957442,0.0,0.11037915416913834,203
0.8610026234049737,1.537144537260388,0.0,0.5112182919166003,322
0.0,0.0,0.0,0.0,356
0.0,0.2934766429442054,0.11486948080831759,0.18648760973682546,323
0.6417979600706762,0.0,0.0,0.0,326
0.0,0.0,0.0,0.46518154758531505,124
0.8838864210593529,0.6619742441131846,0.44100487137396016,0.23098231826299742,150
0.2597833819275148,0.0,0.4123837206710297,0.20176966625534315,265
0.0,0.0,1.1839092535415316,0.0,192
0.0,1.0,0.0,1.0212598778275945,264
0.0,0.0,0.0,0.0,337
0.3709926375082884,0.0,0.0,0.2040004758123554,135
0.0,0.0,0.0,0.0,338
0.0,0.6906913995243255,0.0,0.0,295
0.0,0.0,0.0,0.0,84
0.31305358260684146,1.0,0.0,0.2708313118068646,141
0.7078907237011132,0.6988386587705836,0.0,0.46063485148909716,236
0.3937382228665148,0.0,0.735766521328613,0.0,138
0.0,0.0,0.0,0.25648284833715956,231
0.0,0.0,0.0,0.0,232
0.0,0.4339049861060301,0.0,0.16582699338252976,348
0.3505860147117477,0.0,0.0,0.0,226
0.0,0.0,0.0,0.08197962961459937,364
2.524174708954871,0.0,0.0,0.0,178
0.0,0.7975505357479846,0.12951817963586515,0.19341472935965523,331
0.3029261049399718,0.0,0.0,0.11820738895711122,335
0.38856519088221786,0.0,0.0,0.0,167
0.0,0.0,0.0,0.0,107
0.6396390069715506,0.0,0.0,0.0,147
1.026565092715258,0.0,0.0,0.8492738716811885,162
0.663793171623294,0.0,0.6857917047802143,0.0,317
0.2999507466914373,0.0,0.0,0.5014602597074627,301
0.0,0.0,0.0,0.10071322471888139,136
0.0,0.0,0.0,0.8268060238068136,207
1.1661293567535358,0.0,0.102471215790952,0.4605025259226716,369
0.0,0.0,0.0,0.13022430074175728,340
0.5505041491857852,0.0,0.0,0.0,212
0.39246885384198693,0.0,0.0,0.0,235
0.0,0.0,0.16561620882461672,0.0,181
0.521450952480721,0.7668399686551177,0.0,0.35556848089391724,330
1.1739307852138097,0.3051526278051076,0.0,0.36907930880029144,307
0.4597408849319985,0.26900117444609845,0.0,0.0,341
0.20983585936415072,0.23556401188100076,0.0,0.06142089596122735,337
0.0,1.0,0.0,0.41355017399559646,165
0.6344410534876899,2.0665031014145296,0.25511643811237034,0.4061702805564277,292
0.5328566651788121,0.5234689783515218,0.0,1.8601576360338419,215
0.0,0.0,0.09655802817081605,0.5101914569580235,198
0.0,1.0,0.4002080003516919,0.5211295257976661,263
0.0,1.0,0.215526993830411,0.0,245
0.2081981084719059,0.0,0.0,0.0,264
0.9661404316687846,0.0,0.0,0.22034867958287188,86
0.8386661920876275,0.0,0.0,0.0,326
0.0,0.9641947888411815,0.0,0.06742569580728054,253
0.3668530651820042,0.24155382872893724,0.6939675159009809,0.0,307
0.6016260059535604,0.0,1.0,0.09183046857842378,323
0.0,0.0,0.0,0.14361736217404522,183
0.0,0.5831190924495148,0.0,0.12679051648211687,160
1.14395671333445,0.0,0.0,0.0,344
0.7282540535652144,0.0,0.0,0.2953749704575395,276
0.0,0.0,0.1438771924824477,0.0,320
0.6544123491782811,0.0,0.27780912547811554,0.0,129
0.0,0.0,0.0,0.419688909548725,116
0.5929426211730184,1.7721128095858991,0.0,0.22091812777761935,91
0.0,0.0,0.07791894288531369,1.1163595048395827,364
0.8359292739817141,0.0,0.0,0.47889804325532975,312
0.0,0.0,0.0,0.0796556603505752,309
0.0,0.0,0.10147870401221563,0.0,342
0.0,0.57603998347925,0.0,3.0457104652336358,363
0.0,0.0,0.0,0.7654997832924142,340
0.0,1.5796180169237113,0.5495499034442205,0.8765357597452363,240
0.0,0.4785972558673167,0.0,0.09176784272028184,348
0.0,0.6910848252476137,0.0,0.1006849176310418,212
0.0,0.8275760784841425,0.0,1.6623061096346072,202
0.0,0.0,0.6976193084948439,0.06777465950340018,328
0.0,0.0,0.0,0.0,105
0.6091377588092209,0.0,0.0,0.0,74
0.0,0.7101726900183094,0.657235129392303,0.8430807514147731,99
0.0,0.0,0.0,0.16177770519335577,159
1.3435502930350338,0.0,0.0,0.0,113
0.4544800739436954,0.4620931567330523,0.43094468602868297,0.2619257931946882,342
0.6976934464393452,0.0,0.0,0.0,318
0.0,0.0,0.0,0.34033688925868993,203
